file_name,lat,lon,alt
DJI_20240430111722_0121_D.JPG,-1.4872151693104485,-59.787481146900596,68.93752314868321
DJI_20240430105500_0093_D.JPG,-1.487162151627784,-59.78779577940194,79.98982911383479
DJI_20240430111303_0113_D.JPG,-1.4876485705614475,-59.786787974077136,79.19029615931133
DJI_20240430104511_0076_D.JPG,-1.4868509500979843,-59.78698885266056,76.33367305909535
DJI_20240430112623_0137_D.JPG,-1.4866197193017006,-59.78735426611125,83.94926182886137
DJI_20240430111716_0120_D.JPG,-1.4872072680781607,-59.7874884472084,67.77561736219124
DJI_20240430105452_0092_D.JPG,-1.4871558809578698,-59.78779476951819,80.34143165396371
DJI_20240430104924_0084_D.JPG,-1.487012256082148,-59.787399324268954,81.10730162975536
DJI_20240430104748_0081_D.JPG,-1.4871237384474894,-59.78705486021926,64.3783065555602
DJI_20240430104841_0083_D.JPG,-1.486851412263298,-59.78713558589031,78.14864662849133
DJI_20240430105036_0087_D.JPG,-1.4870086751912535,-59.787260782661484,82.23734083886185
DJI_20240430104954_0086_D.JPG,-1.4869918520960672,-59.787438060490985,83.28478133209744
DJI_20240430112313_0129_D.JPG,-1.4871971623780187,-59.786890341985085,73.56139406615571
DJI_20240430112324_0130_D.JPG,-1.4872009585983994,-59.786896639263844,71.92292786596863
DJI_20240430112352_0132_D.JPG,-1.4869843130453018,-59.78701593323297,76.49694478773375
DJI_20240430111547_0117_D.JPG,-1.4869822207417878,-59.78758538238329,91.85815196039879
DJI_20240430111319_0114_D.JPG,-1.487629057993282,-59.78675266351447,77.80908294128331
DJI_20240430105227_0090_D.JPG,-1.4871994136863684,-59.786908458977194,74.36966788575035
DJI_20240430111511_0116_D.JPG,-1.4875577065311927,-59.78729970812656,89.49714219296277
DJI_20240430104350_0072_D.JPG,-1.4868906411379939,-59.78692116669706,81.08782336530464
DJI_20240430104752_0082_D.JPG,-1.4871271863411395,-59.787051501963255,65.6990533411799
DJI_20240430111617_0119_D.JPG,-1.4869977149710536,-59.78756990421666,87.50288809343473
DJI_20240430111134_0111_D.JPG,-1.488018153091647,-59.78736972615787,92.1396816574066
DJI_20240430105916_0103_D.JPG,-1.4870716806575082,-59.78762927382824,77.93592494106989
DJI_20240430111812_0122_D.JPG,-1.486902903209385,-59.78707471645665,72.25444685042646
DJI_20240430105644_0095_D.JPG,-1.4871616083149481,-59.787568423474134,67.92797429726339
DJI_20240430110457_0108_D.JPG,-1.4873113821902109,-59.78743353255589,91.04947041360835
DJI_20240430112211_0127_D.JPG,-1.4867351891902134,-59.787119724370555,77.59320808156454
DJI_20240430105650_0096_D.JPG,-1.4871618762253929,-59.7875722254784,65.1681718374319
DJI_20240430104602_0077_D.JPG,-1.4871029005380605,-59.787129348023385,74.00214594816184
DJI_20240430105923_0104_D.JPG,-1.4870709682777952,-59.7876299702765,77.41113976339092
DJI_20240430104614_0078_D.JPG,-1.4870822807754864,-59.78711614640645,73.6342432469364
DJI_20240430105858_0102_D.JPG,-1.487039973261706,-59.78762683400715,79.07022572707002
DJI_20240430111144_0112_D.JPG,-1.4880126393550843,-59.78736971653134,92.75993972307853
DJI_20240430111445_0115_D.JPG,-1.487338406279479,-59.787416087581136,86.52048794945672
DJI_20240430105800_0100_D.JPG,-1.4870735503186538,-59.787680242333465,75.83672991792312
DJI_20240430104929_0085_D.JPG,-1.4870650642332193,-59.787300414436615,84.55155677210173
DJI_20240430105049_0088_D.JPG,-1.4869173983280228,-59.787258640172396,80.33398700624188
DJI_20240430105705_0097_D.JPG,-1.4871917077945522,-59.78757767322841,69.87460128939692
DJI_20240430105151_0089_D.JPG,-1.4872045958050903,-59.786913314554916,73.59750419943917
DJI_20240430112332_0131_D.JPG,-1.4872009585983994,-59.786896639263844,71.92292786596863
DJI_20240430111056_0109_D.JPG,-1.4880303942740603,-59.787365340920864,91.10842171960049
DJI_20240430112426_0133_D.JPG,-1.4867140725150232,-59.787252989108225,75.10196477205774
DJI_20240430104409_0073_D.JPG,-1.4868914393574988,-59.786923351087566,80.42677465271927
DJI_20240430105509_0094_D.JPG,-1.4871564930605388,-59.78779396838334,80.49358236554097
DJI_20240430111102_0110_D.JPG,-1.488034467106072,-59.78735975289491,92.00574477392124
DJI_20240430105819_0101_D.JPG,-1.4870642053366496,-59.78768424829678,79.3733368019268
DJI_20240430111610_0118_D.JPG,-1.4869967720459865,-59.787569809826564,87.32487842884127
